real_time_ms [ms],sim_time_ms [ms],timestamp_ms [ms],publish_time [ms],distance_traveled [m],battery_consumption [%],min_obstacle_distance [m],goal_reached,distance_to_goal [m]
1780134736432,299400,299400,0,1.07884,0.000558942,0.531714,0,2.39002
1780134737434,299900,299900,0,1.07884,0.000558942,0.530894,0,2.39002
1780134738438,300500,300500,0,1.07884,0.000558942,0.54486,0,2.39002
1780134739432,300900,300900,0,1.07884,0.000558943,0.539177,0,2.39002
1780134740432,301700,301700,0,1.07884,0.000558943,0.539468,0,2.39002
1780134741433,302400,302400,0,1.07884,0.000558943,0.537681,0,2.39002
1780134742435,303100,303100,0,1.07884,0.000558943,0.547057,0,2.39002
1780134743442,303800,303800,0,1.07884,0.000558943,0.534933,0,2.39002
1780134744433,304300,304300,0,1.07884,0.000558943,0.542677,0,2.39002
1780134745435,304600,304600,0,1.07884,0.000558943,0.552337,0,2.39002
1780134746438,305200,305200,0,1.07884,0.000558943,0.537423,0,2.39002
1780134747434,305600,305600,0,1.07884,0.000558943,0.536592,0,2.39002
1780134748435,306000,306000,0,1.07884,0.000558943,0.550149,0,2.39002
1780134749438,306500,306500,0,1.07884,0.000558944,0.547774,0,2.39002
1780134750434,306900,306900,0,1.07884,0.000558944,0.548894,0,2.39002
1780134751436,307600,307600,0,1.07884,0.000558944,0.544382,0,2.39002
